problem,inst,time_CPU,choices,conflicts,backtracks,backjumps,restarts,jumps,atoms,rules,bodies,equivalences,variables,eliminated,frozen,constraints,nHornClauses,nDualHornClauses,maxClauseSize,maxPositiveClauseSize,maxNegativeClauseSize,numVPosLitH,numVPosLit,numVNegLitH,numVNegLit,maxPosRSizeC,maxPosRSizeNC,numAtomOccC,numAtomOccNC,maxNumAtomOcc,maxNumPosOccA,maxNumNegOccA,dWidth,dEdges,dNodes,iWidth,iEdges,iNodes,rEdges0,rNodes0,rWidths0,rEdges1,rNodes1,rWidths1,rEdges2,rNodes2,rWidths2,rEdges3,rNodes3,rWidths3,rEdges4,rNodes4,rWidths4,rEdges5,rNodes5,rWidths5,rEdges6,rNodes6,rWidths6,rEdges7,rNodes7,rWidths7,rEdges8,rNodes8,rWidths8,rEdges9,rNodes9,rWidths9,problem_width
SokobanDecision,19-sokoban_decision-0-0.asp,1.859,11794,8314,5,8309,30,8309,4858,85106,51877,11754,20353,0,3768,105485,3623,78506,5,5,1,1978,1978,615,615,5,3,201280,50782,61355,61355,36,,251599,88887,,251599,88887,245963,88887,,249451,88887,,251105,88887,,250934,88887,,249257,88887,,248586,88887,,242585,88887,,251599,88887,,248565,88887,,238861,88887,,
GraphColouring,20-graph_colouring-130-0.asp,37.188,807715,715584,0,715584,2044,715584,3212,10576,6196,6161,1430,0,0,8145,130,6715,3,3,1,1430,1430,130,130,3,1,23005,1781,6845,6845,1,382,21705,8277,,21705,8277,20494,8277,357,20635,8277,366,21061,8277,373,21009,8277,373,21188,8277,371,20670,8277,362,21217,8277,374,21218,8277,371,21413,8277,379,18845,8277,315,71
Numberlink,20-numberlink-0-0.asp,3.359,40512,21826,19,21807,79,21807,4962,101608,52830,7777,10621,0,4097,76403,3181,92884,3,3,1,4312,4312,891,891,3,1,297974,649,89721,89721,5,,291494,100413,,291494,100413,285777,100413,,285151,100413,,289088,100413,,289615,100413,,288114,100413,,286509,100413,,290436,100413,,290163,100413,,290671,100413,,276112,100413,,14
Numberlink,21-numberlink-0-0.asp,1.609,26593,11150,18,11132,61,11132,4962,101611,52834,7777,10624,0,4098,76186,3183,92886,3,3,1,4312,4312,891,891,3,1,297984,649,89721,89721,5,,291504,100416,,291504,100416,284586,100416,,286739,100416,,288250,100416,,288758,100416,,289860,100416,,289197,100416,,290687,100416,,290032,100416,,290500,100416,,273578,100416,,14
HanoiTower,22-hanoi_tower-60-0.asp,2.953,49562,40578,0,40578,145,40578,24454,85344,61313,15818,15638,0,0,56267,10730,65296,3,3,1,6563,6563,463,463,3,3,219632,25357,49509,49509,22,,242846,106775,,242846,106775,219508,106775,,234939,106775,,242004,106775,,241761,106775,,241970,106775,,240925,106775,,241381,106775,,242088,106775,,241865,106775,,235178,106775,,
Numberlink,22-numberlink-0-0.asp,1.5,45089,18120,18,18102,65,18102,4502,80419,41973,7055,9458,0,3641,63220,2826,72594,3,3,1,3853,3853,792,792,3,1,234954,648,69784,69784,5,,229194,79306,,229194,79306,222966,79306,,224210,79306,,226591,79306,,225714,79306,,227769,79306,,228762,79306,,226803,79306,,228318,79306,,226441,79306,,215052,79306,,14
GraphColouring,23-graph_colouring-135-0.asp,137.5,2110219,1889510,0,1889510,4094,1889510,3358,11062,6491,6443,1485,0,0,8515,135,7030,3,3,1,1485,1485,135,135,3,1,24060,1872,7165,7165,1,409,22710,8652,,22710,8652,20895,8652,378,21468,8652,376,21776,8652,391,22278,8652,400,22463,8652,395,21795,8652,383,22316,8652,396,22573,8652,399,22440,8652,407,19562,8652,329,74
Numberlink,23-numberlink-0-0.asp,1.047,15277,10339,16,10323,48,10323,4042,61722,32362,6333,8294,0,3185,51193,2471,54796,3,3,1,3394,3394,693,693,3,1,179410,647,52339,52339,5,,174370,60691,,174370,60691,168838,60691,,168050,60691,,173392,60691,,172865,60691,,172780,60691,,173154,60691,,173798,60691,,172029,60691,,173968,60691,,162471,60691,,14
PartnerUnitsPolynomial,23-partner_units_polynomial-30-0.asp,0.27,5923,2428,0,2428,14,2428,2349,8698,6860,2419,6728,0,868,23858,1357,4861,31,31,1,1262,1262,707,707,15,31,22491,1072,695,695,2,410,22684,9998,,22684,9998,22004,9998,302,21971,9998,284,22589,9998,311,22681,9998,381,22052,9998,284,22135,9998,288,22673,9998,392,22546,9998,405,22667,9998,353,20333,9998,271,
SokobanDecision,23-sokoban_decision-0-0.asp,1.047,4776,2750,6,2744,15,2744,4638,84008,51326,11074,20169,0,3403,104309,3378,77796,5,5,1,1924,1924,584,584,5,3,204089,44832,60551,60551,37,,248446,87571,,248446,87571,240566,87571,,248340,87571,,242843,87571,,248422,87571,,248438,87571,,247679,87571,,248072,87571,,247109,87571,,247539,87571,,240014,87571,,
Numberlink,24-numberlink-0-0.asp,16.047,661795,360886,29,360857,2041,360857,3582,45529,24013,5611,7150,0,2733,40685,2124,39498,3,3,1,2935,2935,594,594,3,1,131382,646,37386,37386,5,,127062,44580,,127062,44580,119291,44580,,123312,44580,,122258,44580,,125456,44580,,125318,44580,,125663,44580,,126345,44580,,126559,44580,,125889,44580,,118657,44580,,14
PartnerUnitsPolynomial,26-partner_units_polynomial-60-0.asp,50.21,393813,97134,0,97134,267,97134,9199,55268,47915,8904,47648,0,3538,177818,5857,39646,61,61,1,5222,5222,2987,2987,30,61,152661,3722,2960,2960,2,,153049,60788,,153049,60788,150525,60788,,152023,60788,,149684,60788,,152368,60788,,146949,60788,,150392,60788,,149045,60788,,152919,60788,,152303,60788,,146402,60788,,
Numberlink,27-numberlink-0-0.asp,0.734,14515,6687,31,6656,32,6656,4502,80419,41973,7055,9460,0,3641,63358,2826,72594,3,3,1,3853,3853,792,792,3,1,234954,648,69784,69784,5,,229194,79306,,229194,79306,226358,79306,,224996,79306,,226388,79306,,228274,79306,,226380,79306,,227805,79306,,225907,79306,,228376,79306,,227680,79306,,212830,79306,,14
PartnerUnitsPolynomial,29-partner_units_polynomial-40-0.asp,0.55,8467,3153,0,3153,17,3153,3764,17054,14781,3602,14732,0,1398,53117,2211,11631,41,41,1,2090,2090,1140,1140,20,41,46393,1644,1131,1131,2,641,46723,19332,,46723,19332,45091,19332,520,45827,19332,496,46553,19332,475,46364,19332,464,45961,19332,449,46685,19332,617,44676,19332,542,46068,19332,478,45869,19332,457,44724,19332,518,
GraphColouring,30-graph_colouring-135-0.asp,9.578,229117,197372,0,197372,605,197372,3278,10782,6291,6283,1485,0,0,8315,135,6830,3,3,1,1485,1485,135,135,3,1,23460,1792,6965,6965,1,399,22110,8452,,22110,8452,20109,8452,361,20901,8452,376,20972,8452,380,21481,8452,390,21276,8452,379,20970,8452,376,21484,8452,385,21612,8452,395,21698,8452,389,19829,8452,337,73
Numberlink,30-numberlink-0-0.asp,1.547,30912,13593,17,13576,62,13576,4502,80419,41973,7055,9461,0,3641,60316,2826,72594,3,3,1,3853,3853,792,792,3,1,234954,648,69784,69784,5,,229194,79306,,229194,79306,223212,79306,,222159,79306,,226938,79306,,224758,79306,,227655,79306,,228993,79306,,227540,79306,,228479,79306,,227642,79306,,215186,79306,,14
PartnerUnitsPolynomial,32-partner_units_polynomial-40-0.asp,2.25,21970,10365,0,10365,45,10365,3851,17317,14897,3704,14826,0,1438,53441,2285,11631,41,41,1,2148,2148,1178,1178,20,41,46975,1653,1167,1167,2,610,47267,19626,,47267,19626,46059,19626,483,46892,19626,633,46384,19626,467,47218,19626,605,47176,19626,601,47200,19626,471,47266,19626,597,47175,19626,604,47209,19626,623,42336,19626,422,
Numberlink,37-numberlink-0-0.asp,2.219,31067,16931,14,16917,62,16917,4502,80416,41969,7055,9455,0,3640,63074,2824,72592,3,3,1,3853,3853,792,792,3,1,234944,648,69784,69784,5,,229184,79303,,229184,79303,223783,79303,,225724,79303,,224625,79303,,226083,79303,,227641,79303,,227096,79303,,228480,79303,,228782,79303,,228724,79303,,214808,79303,,14
Numberlink,41-numberlink-0-0.asp,97.28,4105513,2011787,54,2011733,9749,2011733,2662,20601,11029,4167,4832,0,1823,22163,1418,16366,3,3,1,2017,2017,396,396,3,1,57694,644,14956,14956,5,141,54814,19816,,54814,19816,52350,19816,157,53599,19816,138,54047,19816,155,54107,19816,150,51565,19816,138,53596,19816,158,52876,19816,152,53925,19816,143,53579,19816,145,50627,19816,156,14
Numberlink,42-numberlink-0-0.asp,2.625,25676,18664,15,18649,88,18649,4962,101611,52834,7777,10626,0,4098,76328,3183,92886,3,3,1,4312,4312,891,891,3,1,297984,649,89721,89721,5,,291504,100416,,291504,100416,281197,100416,,288414,100416,,289555,100416,,289265,100416,,290065,100416,,289683,100416,,290191,100416,,289212,100416,,290523,100416,,274218,100416,,14
HanoiTower,47-hanoi_tower-120-0.asp,4.766,60814,48351,5,48346,175,48346,22379,77885,55924,14611,14268,0,0,47632,9782,59472,3,3,1,6035,6035,441,441,3,3,200050,23336,45112,45112,21,,221340,97383,,221340,97383,208068,97383,,214263,97383,,219922,97383,,220058,97383,,215422,97383,,219288,97383,,221151,97383,,220556,97383,,220960,97383,,214164,97383,,
HanoiTower,48-hanoi_tower-120-0.asp,5.953,97056,58921,6,58915,189,58915,24317,84729,60884,15903,15648,0,0,53324,10668,64722,3,3,1,6599,6599,479,479,3,3,218078,24990,49072,49072,21,,240852,105925,,240852,105925,227022,105925,,236674,105925,,238477,105925,,238857,105925,,240452,105925,,239423,105925,,240480,105925,,240846,105925,,239505,105925,,228746,105925,,
Numberlink,49-numberlink-0-0.asp,27.953,272524,198205,14,198191,541,198191,3122,31816,16894,4889,5986,0,2277,30837,1769,26684,3,3,1,2476,2476,495,495,3,1,90790,645,24925,24925,5,,87190,30949,,87190,30949,80167,30949,,81207,30949,,85098,30949,,84982,30949,,86290,30949,,85823,30949,,85976,30949,,86214,30949,,86822,30949,,82119,30949,,14
Numberlink,50-numberlink-0-0.asp,1.313,40386,19519,33,19486,148,19486,4042,61731,32374,6333,8307,0,3188,51230,2477,54802,3,3,1,3394,3394,693,693,3,1,179440,647,52339,52339,5,,174400,60700,,174400,60700,167077,60700,,168294,60700,,170214,60700,,171509,60700,,173076,60700,,172511,60700,,172917,60700,,173896,60700,,173611,60700,,164991,60700,,14
Numberlink,51-numberlink-0-0.asp,0.48,10905,4719,18,4701,29,4701,2504,25243,13396,3915,4765,0,1820,24231,1405,21140,3,3,1,1985,1985,400,400,3,1,71990,518,19745,19745,5,,69110,24552,,69110,24552,66806,24552,146,67340,24552,153,67696,24552,,63674,24552,145,66101,24552,150,68770,24552,141,69017,24552,152,67506,24552,156,68053,24552,159,66794,24552,,12
Numberlink,52-numberlink-0-0.asp,2.125,21243,15658,11,15647,65,15647,2873,36114,19040,4493,5695,0,2185,31982,1688,31292,3,3,1,2353,2353,480,480,3,1,104164,519,29616,29616,5,,100708,35358,,100708,35358,97759,35358,,99410,35358,,100300,35358,,98350,35358,,99590,35358,,100370,35358,,100408,35358,,100139,35358,,100326,35358,,90700,35358,,12
Numberlink,53-numberlink-0-0.asp,0.484,9344,5673,9,5664,30,5664,3242,48953,25663,5071,6616,0,2548,40586,1967,43414,3,3,1,2721,2721,560,560,3,1,142240,520,41461,41461,5,,138208,48132,,138208,48132,133396,48132,,136576,48132,,135447,48132,,137864,48132,,136488,48132,,137260,48132,,137687,48132,,136835,48132,,137981,48132,,127982,48132,,12
Numberlink,54-numberlink-0-0.asp,1.5,27229,20338,12,20326,92,20326,3242,48953,25663,5071,6613,0,2548,40166,1967,43414,3,3,1,2721,2721,560,560,3,1,142240,520,41461,41461,5,,138208,48132,,138208,48132,128161,48132,,133641,48132,,138208,48132,,135462,48132,,136531,48132,,136776,48132,,137486,48132,,136299,48132,,137218,48132,,131254,48132,,12
Numberlink,55-numberlink-0-0.asp,0.453,10508,5078,22,5056,30,5056,3242,48959,25671,5071,6624,0,2550,40536,1971,43418,3,3,1,2721,2721,560,560,3,1,142260,520,41461,41461,5,,138228,48138,,138228,48138,132627,48138,,135240,48138,,136733,48138,,136018,48138,,137422,48138,,135651,48138,,137635,48138,,137215,48138,,136834,48138,,128861,48138,,12
Numberlink,56-numberlink-0-0.asp,0.859,26141,11778,18,11760,60,11760,4042,61722,32362,6333,8294,0,3185,49698,2471,54796,3,3,1,3394,3394,693,693,3,1,179410,647,52339,52339,5,,174370,60691,,174370,60691,166032,60691,,171142,60691,,170471,60691,,170479,60691,,172767,60691,,171803,60691,,173826,60691,,173989,60691,,174370,60691,,162890,60691,,14
Numberlink,57-numberlink-0-0.asp,4.313,81754,36327,15,36312,126,36312,4042,61722,32362,6333,8294,0,3185,51117,2471,54796,3,3,1,3394,3394,693,693,3,1,179410,647,52339,52339,5,,174370,60691,,174370,60691,172762,60691,,165776,60691,,172178,60691,,173609,60691,,174205,60691,,171643,60691,,173307,60691,,174032,60691,,173739,60691,,159954,60691,,14
Numberlink,58-numberlink-0-0.asp,4.172,49193,29890,14,29876,123,29876,4042,61722,32362,6333,8294,0,3185,51127,2471,54796,3,3,1,3394,3394,693,693,3,1,179410,647,52339,52339,5,,174370,60691,,174370,60691,164017,60691,,172921,60691,,173961,60691,,168479,60691,,170478,60691,,171506,60691,,173141,60691,,174370,60691,,174197,60691,,165464,60691,,14
Numberlink,59-numberlink-0-0.asp,47.75,605900,292456,24,292432,1160,292432,4042,61734,32378,6333,8314,0,3189,51575,2479,54804,3,3,1,3394,3394,693,693,3,1,179450,647,52339,52339,5,,174410,60703,,174410,60703,168172,60703,,172083,60703,,171059,60703,,171046,60703,,171961,60703,,170814,60703,,174129,60703,,173579,60703,,173928,60703,,162533,60703,,14
Numberlink,60-numberlink-0-0.asp,7.703,247592,108280,32,108248,661,108248,4042,61734,32378,6333,8314,0,3189,51510,2479,54804,3,3,1,3394,3394,693,693,3,1,179450,647,52339,52339,5,,174410,60703,,174410,60703,168553,60703,,171508,60703,,170572,60703,,173473,60703,,170663,60703,,173843,60703,,171922,60703,,172561,60703,,171602,60703,,163736,60703,,14
Numberlink,71-numberlink-0-0.asp,0.578,9671,7080,17,7063,38,7063,3242,48965,25679,5071,6633,0,2552,40609,1975,43422,3,3,1,2721,2721,560,560,3,1,142280,520,41461,41461,5,,138248,48144,,138248,48144,132131,48144,,135227,48144,,138248,48144,,136548,48144,,135381,48144,,137155,48144,,137164,48144,,136889,48144,,136123,48144,,129624,48144,,12
Numberlink,72-numberlink-0-0.asp,6.078,90677,49835,14,49821,223,49821,2873,36117,19044,4493,5699,0,2186,31994,1690,31294,3,3,1,2353,2353,480,480,3,1,104174,519,29616,29616,5,,100718,35361,,100718,35361,95629,35361,,97814,35361,,97675,35361,,99672,35361,,100243,35361,,96337,35361,,99643,35361,,100360,35361,,99879,35361,,92688,35361,,12
Numberlink,73-numberlink-0-0.asp,2.234,47426,18839,23,18816,64,18816,2873,36129,19060,4493,5715,0,2190,32106,1698,31302,3,3,1,2353,2353,480,480,3,1,104214,519,29616,29616,5,,100758,35373,,100758,35373,96408,35373,,97755,35373,,99602,35373,,99882,35373,,97118,35373,,100656,35373,,99962,35373,,100307,35373,,99594,35373,,94274,35373,,12
Numberlink,74-numberlink-0-0.asp,4.625,58028,40197,13,40184,147,40184,4042,61728,32370,6333,8305,0,3187,51515,2475,54800,3,3,1,3394,3394,693,693,3,1,179430,647,52339,52339,5,,174390,60697,,174390,60697,166620,60697,,172578,60697,,171803,60697,,171515,60697,,170223,60697,,173471,60697,,174014,60697,,174038,60697,,173797,60697,,164451,60697,,14
Numberlink,75-numberlink-0-0.asp,0.438,13023,5708,32,5676,50,5676,3242,48956,25667,5071,6617,0,2549,40460,1969,43416,3,3,1,2721,2721,560,560,3,1,142250,520,41461,41461,5,,138218,48135,,138218,48135,135249,48135,,135273,48135,,135808,48135,,136922,48135,,136449,48135,,137336,48135,,138077,48135,,137783,48135,,135620,48135,,129691,48135,,12
Numberlink,76-numberlink-0-0.asp,1.281,48094,16205,9,16196,72,16196,3582,45532,24017,5611,7152,0,2734,40584,2126,39500,3,3,1,2935,2935,594,594,3,1,131392,646,37386,37386,5,,127072,44583,,127072,44583,123993,44583,,120292,44583,,125835,44583,,124575,44583,,124382,44583,,122285,44583,,124822,44583,,126718,44583,,126533,44583,,119732,44583,,14
Numberlink,77-numberlink-0-0.asp,0.969,19092,9839,16,9823,45,9823,4042,61728,32370,6333,8304,0,3187,51316,2475,54800,3,3,1,3394,3394,693,693,3,1,179430,647,52339,52339,5,,174390,60697,,174390,60697,166774,60697,,170459,60697,,173125,60697,,173679,60697,,172416,60697,,172525,60697,,172987,60697,,172023,60697,,173822,60697,,162586,60697,,14
Numberlink,78-numberlink-0-0.asp,2.422,44800,24967,39,24928,93,24928,4042,61731,32374,6333,8308,0,3188,51358,2477,54802,3,3,1,3394,3394,693,693,3,1,179440,647,52339,52339,5,,174400,60700,,174400,60700,170032,60700,,174400,60700,,170692,60700,,171242,60700,,172441,60700,,172155,60700,,169321,60700,,174209,60700,,173474,60700,,161384,60700,,14
Numberlink,79-numberlink-0-0.asp,13.141,299964,128887,37,128850,496,128850,4042,61743,32390,6333,8325,0,3192,51646,2485,54810,3,3,1,3394,3394,693,693,3,1,179480,647,52339,52339,5,,174440,60712,,174440,60712,168053,60712,,165098,60712,,172049,60712,,172900,60712,,173167,60712,,173323,60712,,173577,60712,,173068,60712,,173740,60712,,162308,60712,,14
Numberlink,80-numberlink-0-0.asp,5.672,208467,100198,31,100167,668,100167,4502,80428,41985,7055,9471,0,3644,63251,2832,72600,3,3,1,3853,3853,792,792,3,1,234984,648,69784,69784,5,,229224,79315,,229224,79315,226219,79315,,225409,79315,,226854,79315,,224915,79315,,227232,79315,,225667,79315,,227704,79315,,225544,79315,,228768,79315,,213696,79315,,14
Labyrinth,000-labyrinth-5-0.asp,0.0,6,3,0,3,0,3,629,1193,745,1109,767,0,211,2849,101,514,5,4,4,173,173,32,32,4,2,2156,781,14,14,5,112,2716,1381,,2716,1381,2259,1381,86,2716,1381,112,2716,1381,112,2716,1381,112,2581,1381,94,2716,1381,112,2667,1381,105,,,,,,,,,,
MinimalDiagnosis,000-minimal_diagnosis-4-0.asp,0.0,6,4,0,4,0,4,239,356,177,333,72,0,35,236,87,221,6,6,1,40,40,16,16,6,3,988,189,111,111,1,20,1050,383,,1050,383,1006,383,20,797,383,13,1044,383,20,1050,383,20,785,383,13,1050,383,20,1050,383,20,948,383,20,1048,383,20,1050,383,20,
GraphColouring,0001-graph_colouring-125-0.asp,2.67,64000,55381,0,55381,222,55381,3055,9217,1356,5821,736,0,0,6608,740,0,2,2,1,722,722,722,722,2,2,14646,2089,125,125,1,400,15036,8875,,15036,8875,15008,8875,394,14986,8875,397,15026,8875,400,15013,8875,387,15018,8875,399,15026,8875,391,15025,8875,395,15025,8875,394,15021,8875,399,14949,8875,384,70
Labyrinth,0001-labyrinth-11-0.asp,5.8,55486,9988,0,9988,44,9988,12670,38632,31786,15895,36147,0,9067,134289,2220,28464,5,4,4,5677,5677,799,799,4,3,96555,15699,101,101,11,,110997,48789,,110997,48789,86835,48789,,106057,48789,,109522,48789,,108910,48789,,110975,48789,,110359,48789,,104644,48789,,110961,48789,,110078,48789,,108997,48789,,
Nomystery,0001-nomystery-18-0.asp,0.4,6705,473,0,473,2,473,20912,53729,29344,27214,29542,0,0,105623,4746,30327,45,45,1,6567,6567,2036,2036,45,3,121105,8577,2528,2528,1,,126027,61409,,126027,61409,124757,61409,,119852,61409,,122797,61409,,126027,61409,,125106,61409,,125803,61409,,125283,61409,,125430,61409,,120519,61409,,122204,61409,,
GracefulGraphs,0001-quadruple_cone_5-25-1.asp,4.45,136765,125759,2,125757,381,125757,1023,25742,25648,1082,893,0,859,24754,16318,24754,27,27,1,893,859,625,625,27,1,93055,129,24720,24720,50,,92264,25785,,92264,25785,54990,25785,,80940,25785,,91407,25785,,91215,25785,,90517,25785,,91701,25785,,91478,25785,,91907,25785,,91746,25785,,91113,25785,,6
RicochetRobots,0001-ricochetrobot-16-0.asp,23.172,83245,38536,2,38534,132,38534,9889,36282,32987,5860,32068,0,0,118660,7178,27344,5,5,1,7640,7616,5378,5378,5,3,113444,3424,3018,3018,16,,115740,43892,,115740,43892,101263,43892,,115383,43892,,115394,43892,,112171,43892,,115075,43892,,114818,43892,,115300,43892,,115465,43892,,113743,43892,,112370,43892,,
Solitaire,0001-solitaire-24-0.asp,0.094,437,28,1,27,0,27,10889,31635,8288,11183,10360,0,0,36115,3347,1796,133,133,1,4055,4031,760,760,133,4,54912,4540,3188,3188,2,,56144,28901,,56144,28901,52338,28901,,53364,28901,,55065,28901,,55417,28901,,55263,28901,,56015,28901,,55744,28901,,54919,28901,,55003,28901,,53927,28901,,
Visit-all,0001-visitall-14-1.asp,0.07,4810,3279,3,3276,21,3276,958,8274,1359,1848,705,0,0,4203,531,468,3,3,1,223,223,223,223,2,3,15472,1477,56,52,4,32,16882,9099,,16882,9099,16868,9099,32,16865,9099,37,16863,9099,32,16870,9099,37,16875,9099,37,16876,9099,37,16852,9099,32,16870,9099,37,16876,9099,34,16861,9099,37,3
Labyrinth,0002-labyrinth-12-0.asp,0.84,2208,781,1,780,6,780,16569,51361,42439,20438,48343,0,12174,179755,2871,38235,5,4,4,7515,7515,1033,1033,4,3,129208,20576,123,123,12,,148289,64941,,148289,64941,144627,64941,,137160,64941,,144883,64941,,148122,64941,,146902,64941,,147563,64941,,144211,64941,,147719,64941,,148231,64941,,131541,64941,,
Nomystery,0002-nomystery-32-0.asp,12.75,283251,35431,0,35431,118,35431,15671,51981,32447,24656,31409,0,2075,121265,4689,38405,45,45,1,6783,6783,2279,2279,45,3,143556,7359,2254,2254,1,,147650,67306,,147650,67306,141831,67306,,140501,67306,,145157,67306,,146596,67306,,142956,67306,,141837,67306,,147082,67306,,144711,67306,,144086,67306,,145241,67306,,
Solitaire,0002-solitaire-24-0.asp,0.188,499,69,0,69,0,69,10883,31628,8288,11148,10099,0,0,34661,3347,1796,133,133,1,4049,4026,759,759,133,4,54823,4632,3191,3191,2,,56150,28904,,56150,28904,49357,28904,,53949,28904,,55874,28904,,56109,28904,,56128,28904,,55569,28904,,55870,28904,,55318,28904,,55334,28904,,53702,28904,,
GracefulGraphs,0002-triple_cone_6-24-1.asp,24.31,807886,785747,2,785745,2046,785745,960,22916,22825,1017,834,0,801,21990,14466,21990,26,26,1,834,801,576,576,26,1,82740,125,21957,21957,48,,82005,22958,,82005,22958,57878,22958,,69486,22958,,75869,22958,,79980,22958,,81513,22958,,81168,22958,,80749,22958,,81335,22958,,81633,22958,,81017,22958,,6
Visit-all,0002-visitall-14-1.asp,0.04,3153,1718,0,1718,13,1718,1015,9168,1464,1963,757,0,0,4359,587,520,3,3,1,223,223,223,223,2,3,17146,1639,56,52,4,32,18714,10042,,18714,10042,18692,10042,37,18697,10042,37,18700,10042,32,18688,10042,32,18700,10042,37,18706,10042,37,18697,10042,37,18704,10042,32,18712,10042,32,18685,10042,37,4
GraphColouring,0003-graph_colouring-125-0.asp,0.33,12269,10098,0,10098,60,10098,2983,8956,1356,5673,731,0,0,6367,740,0,2,2,1,719,719,719,719,2,2,14192,2093,125,125,1,392,14658,8686,,14658,8686,14621,8686,397,14631,8686,390,14636,8686,385,14637,8686,399,14631,8686,390,14642,8686,386,14636,8686,399,14652,8686,393,14640,8686,391,14572,8686,390,70
IncrementalScheduling,0003-incremental_scheduling-13040-0.asp,0.04,25,10,3,7,0,7,5962,8740,5299,10794,3200,0,363,9616,2722,1669,209,209,2,998,993,754,754,209,209,12833,37812,1373,1373,5,298,47425,8385,,47425,8385,46159,8385,296,46004,8385,320,47169,8385,366,47295,8385,292,46775,8385,309,46865,8385,290,46005,8385,294,47299,8385,306,47066,8385,290,47411,8385,298,
Labyrinth,0003-labyrinth-11-0.asp,0.33,1720,224,1,223,1,223,12657,38566,31741,15867,36109,0,9052,134117,2220,28419,5,4,4,5672,5672,799,799,4,3,96381,15692,101,101,11,,110822,48722,,110822,48722,108507,48722,,94799,48722,,105394,48722,,110582,48722,,102650,48722,,110559,48722,,106634,48722,,109205,48722,,110752,48722,,107891,48722,,
Nomystery,0003-nomystery-50-0.asp,0.25,2863,756,0,756,6,756,8788,34600,20590,12881,20285,0,1063,80939,2693,27118,45,45,1,4032,4032,1427,1427,45,3,96433,4578,1196,1196,1,,99245,43119,,99245,43119,94184,43119,,98952,43119,,98362,43119,,83257,43119,,98243,43119,,98866,43119,,99111,43119,,98865,43119,,99139,43119,,96818,43119,,
RicochetRobots,0003-ricochetrobot-16-0.asp,6.141,33529,11524,3,11521,59,11521,10650,39449,35955,6100,35400,0,0,131136,7806,29828,5,5,1,8332,8306,5866,5866,5,3,123742,3557,3292,3292,16,,126162,47800,,126162,47800,109095,47800,,124339,47800,,124028,47800,,121576,47800,,123979,47800,,125539,47800,,125392,47800,,126156,47800,,125225,47800,,123215,47800,,
Solitaire,0003-solitaire-24-0.asp,0.094,642,198,0,198,2,198,10889,31635,8288,11149,10386,0,0,36172,3347,1796,133,133,1,4055,4031,760,760,133,4,54912,4540,3188,3188,2,,56144,28901,,56144,28901,48878,28901,,53723,28901,,55561,28901,,54805,28901,,54355,28901,,56053,28901,,56110,28901,,56019,28901,,56084,28901,,55160,28901,,
Visit-all,0003-visitall-14-1.asp,0.02,1467,980,3,977,9,977,930,7828,1307,1792,679,0,0,4125,503,442,3,3,1,223,223,223,223,2,3,14636,1397,56,52,4,31,15968,8629,,15968,8629,15940,8629,30,15937,8629,31,15955,8629,40,15966,8629,35,15962,8629,40,15958,8629,71,15940,8629,30,15963,8629,40,15954,8629,40,15955,8629,31,3
GraphColouring,0004-graph_colouring-125-0.asp,13.85,303257,270158,0,270158,843,270158,3075,9305,1356,5866,740,0,0,6729,740,0,2,2,1,725,725,725,725,2,2,14850,2041,125,125,1,413,15172,8943,,15172,8943,15146,8943,407,15153,8943,407,15164,8943,406,15156,8943,407,15161,8943,413,15162,8943,407,15166,8943,410,15146,8943,412,15164,8943,410,15073,8943,403,69
Labyrinth,0004-labyrinth-11-0.asp,0.63,794,194,0,194,2,194,12673,38647,31787,15838,36196,0,9074,134437,2220,28465,5,4,4,5692,5692,799,799,4,3,96614,15673,101,101,11,,111026,48799,,111026,48799,110737,48799,,101753,48799,,108682,48799,,110614,48799,,107498,48799,,109020,48799,,107369,48799,,111002,48799,,108287,48799,,102889,48799,,
Nomystery,0004-nomystery-31-0.asp,0.08,740,370,0,370,3,370,4485,10173,5362,5809,5620,0,0,19498,969,5048,45,45,1,1334,1334,409,409,45,3,21083,2432,549,549,1,75,22649,11639,,22649,11639,21154,11639,69,21647,11639,86,22344,11639,88,22490,11639,80,22382,11639,73,22406,11639,77,22647,11639,75,22462,11639,75,22649,11639,75,22010,11639,79,
Solitaire,0004-solitaire-25-0.asp,0.141,531,55,1,54,0,54,11347,32965,8641,11644,10825,0,0,37758,3491,1874,133,133,1,4231,4206,793,793,133,4,57291,4655,3321,3321,2,,58505,30113,,58505,30113,53350,30113,,57270,30113,,56374,30113,,57383,30113,,57766,30113,,58415,30113,,57373,30113,,58479,30113,,57286,30113,,56306,30113,,
Visit-all,0004-visitall-14-1.asp,0.05,3113,2200,5,2195,14,2195,958,8274,1359,1848,705,0,0,4203,531,468,3,3,1,223,223,223,223,2,3,15472,1477,56,52,4,,16882,9099,,16882,9099,16854,9099,,16865,9099,,16878,9099,,16872,9099,,16880,9099,,16872,9099,,16868,9099,,16879,9099,,16853,9099,,16869,9099,,3
GraphColouring,0005-graph_colouring-125-0.asp,0.26,8415,7121,0,7121,36,7121,3037,9168,1356,5793,731,0,0,6606,740,0,2,2,1,723,723,723,723,2,2,14654,2001,125,125,1,,14974,8844,,14974,8844,14928,8844,,14957,8844,,14945,8844,,14960,8844,,14972,8844,,14956,8844,,14955,8844,,14949,8844,,14968,8844,,14892,8844,,67
